rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vslide1up-vx_vreg_constr,"The vslide1up instruction requires that the destination vector register group does not overlap the source vector register group. Otherwise, the instruction encoding is reserved.",cp_ssstrictv_vslide1up_vd_vs2_overlap,"Coverpoint directly tests the vslide1up constraint that destination must not overlap source register group, verifying the reserved encoding traps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoint cp_ssstrictv_vslide1up_vd_vs2_overlap directly tests the constraint that the destination vector register group must not overlap the source vector register group for vslide1up, verifying that the reserved encoding traps. This fully covers the normative rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1up-vf_op,"The vfslide1up instruction is defined analogously to vslide1up, but sources its scalar argument from an f register.",cp_fs1_edges,cp_fs1_edges exercises vfslide1up.vf with edge values sourced from the f register as the scalar argument inserted at element 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"cp_fs1_edges tests that the scalar argument is sourced from an f register with edge values, which verifies the 'sources its scalar argument from an f register' aspect. However, the normative rule also states the instruction is 'defined analogously to vslide1up', meaning it should perform the same slide-up operation (shifting elements up by one and inserting the scalar at element 0). The coverpoint only tests edge values of the scalar source, not the slide-up behavior itself (e.g., that elements are correctly shifted, that the scalar is inserted at position 0, that vl and vstart are respected analogously to vslide1up).",No coverpoint verifying the slide-up behavior (elements shifted up by one position); No coverpoint verifying correct operation across different vl/vstart settings analogous to vslide1up,,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1down-vx_op,"The vslide1down instruction copies the first vl-1 active elements values from index i+1 in the source vector register group to index i in the destination vector register group. ||| The vl register specifies the maximum number of destination vector register elements written with source values, and remaining elements past vl are handled according to the current tail policy (&lt;&lt;sec-agnostic&gt;&gt;). ||| The vslide1down instruction places the x register argument at location vl-1 in the destination vector register, provided that element vl-1 is active, otherwise the destination element update follows the current mask agnostic/undisturbed policy. If XLEN &lt; SEW, the value is sign-extended to SEW bits.  If XLEN &gt; SEW, the least-significant bits are copied over and the high SEW-XLEN bits are ignored.",cp_fs1_edges,Edge coverpoint cp_fs1_edges on [vfslide1down.vf] tests vslide1down-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_rs1_edges,Edge coverpoint cp_rs1_edges on [vslide1down.vx] tests vslide1down-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cp_vs2_edges,"Edge coverpoint cp_vs2_edges on [vfslide1down.vf, vslide1down.vx] tests vslide1down-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.",cr_vs2_fs1_edges,Edge coverpoint cr_vs2_fs1_edges on [vfslide1down.vf] tests vslide1down-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,cr_vs2_rs1_edges,Edge coverpoint cr_vs2_rs1_edges on [vslide1down.vx] tests vslide1down-vx_op by exercising the operation with boundary input values and checking output correctness against the Sail reference model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The edge coverpoints (cp_fs1_edges, cp_rs1_edges, cp_vs2_edges, cr_vs2_fs1_edges, cr_vs2_rs1_edges) test vslide1down-vx operations by exercising boundary input values (e.g., 0, 1, -1, max, min for integers; ±0, ±inf, NaN, subnormals for FP) and verifying output correctness against the Sail reference model. This provides strong evidence that the operation is implemented correctly for corner cases, though it does not exhaustively test all possible input combinations.",Edge coverpoints test boundary values but not all intermediate values; no randomized or exhaustive input space coverage beyond edges,,,,,,,,,,,,,,,,,,,,,,,,,,
vslide1down-vf_op,"The vfslide1down instruction is defined analogously to vslide1down, but sources its scalar argument from an f register.",cp_fs1_edges,cp_fs1_edges exercises vfslide1down.vf with edge values sourced from the f register as the scalar argument inserted at the last element.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"cp_fs1_edges tests edge values from the f register scalar argument, which verifies the 'sources its scalar argument from an f register' aspect. However, the rule also states the instruction is 'defined analogously to vslide1down' meaning it should perform the slide-down operation with the scalar inserted at the last active element. The coverpoint only tests edge values of the scalar, not the slide-down behavior itself (e.g., that elements shift down by one position and the scalar appears at the tail end).",No coverpoint verifying the slide-down operation moves elements correctly (each element[i] gets element[i+1]); No coverpoint verifying the f register scalar value is inserted at the last active element position,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather_vs2_uint,The index values in the second vector are treated as unsigned integers.,cp_custom_vindexCorners_index_gt_vl_lt_vlmax,The index in vs1[0] is set to 2 and treated as an unsigned integer to index into vs2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoint tests one specific case where index=2, confirming unsigned treatment. However, the normative rule applies to ALL index values in vs2 being treated as unsigned integers. Testing only a single fixed index value doesn't fully verify unsigned treatment - it misses cases like large unsigned values near UINT_MAX that would be negative if treated as signed, zero index, and indices spanning the full unsigned range.","No test with large unsigned index values (e.g., near SEW-bit UINT_MAX) that would differ if treated as signed vs unsigned; No test verifying unsigned treatment across varying SEW widths (e.g., 8-bit index=255 vs signed -1); Only tests vs1[0] index for vrgather.vx-style behavior, not general vs2 vector indices for vrgather.vv",,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16_vs2_uint,The index values in the second vector are treated as unsigned integers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Unsigned index interpretation tested by edge coverpoints on vrgatherei16.vv,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather_vs_ignore_vl,The source vector can be read at any index &lt; VLMAX regardless of vl.,cp_custom_vindexCorners_index_gt_vl_lt_vlmax,"Directly tests that source vector can be read at index < VLMAX even when that index >= vl, by setting vl=1 and reading element at index 2 which is < VLMAX but > vl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoint cp_custom_vindexCorners_index_gt_vl_lt_vlmax directly tests the normative rule by verifying that a source vector element can be read at an index that is less than VLMAX but greater than or equal to vl. It sets vl=1 and reads at index 2 (which is < VLMAX but > vl), confirming the source vector is accessible at any index < VLMAX regardless of vl.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16_vs_ignore_vl,The source vector can be read at any index &lt; VLMAX regardless of vl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,Needs new coverpoint: Need coverpoint to verify vrgatherei16 source can be read at any index < VLMAX regardless of vl,Need coverpoint to verify vrgatherei16 source can be read at any index < VLMAX regardless of vl,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather_vl,"The maximum number of elements to write to the destination register is given by vl,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: vl limiting destination elements tested by cr_vl_lmul on vrgather instructions,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16_vl,"The maximum number of elements to write to the destination register is given by vl,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: vl limiting destination elements tested by cr_vl_lmul on vrgatherei16,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather_tail,and the remaining elements past vl are handled according to the current tail policy (&lt;&lt;sec-agnostic&gt;&gt;).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Tail policy tested by cr_vtype_agnostic on vrgather instructions,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16_tail,and the remaining elements past vl are handled according to the current tail policy (&lt;&lt;sec-agnostic&gt;&gt;).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Tail policy tested by cr_vtype_agnostic on vrgatherei16,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather_mask,"The operation can be masked, and the mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Masking tested by cp_masking_edges on vrgather instructions,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16_mask,"The operation can be masked, and the mask undisturbed/agnostic policy is followed for inactive elements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: Masking tested by cp_masking_edges on vrgatherei16,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather-vv_sew_lmul,The vrgather.vv form uses SEW/LMUL for both the data and indices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,Covered by implication: SEW/LMUL for data and indices tested by cr_vl_lmul on vrgather.vv,No dedicated coverpoint; coverage is implicit through related coverpoints and infrastructure,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16-vv_sew_lmul,The vrgatherei16.vv form uses SEW/LMUL for the data in vs2 but EEW=16 and EMUL = (16/SEW)*LMUL for the indices in vs1.,cp_ssstrictv_vrgatherei16_emul_16,"Coverpoint exercises the vrgatherei16 EMUL=(16/SEW)*LMUL formula with EEW=16, SEW=8, LMUL=8 producing EMUL=16, verifying the encoding is reserved",cp_ssstrictv_vrgatherei16_emul_f16,Directly tests the vrgatherei16 EMUL=(16/SEW)*LMUL formula with specific SEW/LMUL combinations that produce EMUL=1/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partial,"The coverpoints only test two extreme EMUL values: EMUL=16 (reserved, from SEW=8/LMUL=8) and EMUL=1/16 (from specific SEW/LMUL combos). The normative rule defines a general formula EMUL=(16/SEW)*LMUL that applies across all valid SEW and LMUL combinations. The coverpoints miss testing the formula for standard in-range EMUL values.","No coverage of EMUL=(16/SEW)*LMUL producing standard valid EMUL values (e.g., EMUL=1, 2, 4, 8, 1/2, 1/4, 1/8); No verification that SEW/LMUL is correctly used for vs2 data operand (only index EMUL is tested); No coverage of SEW=16 where EMUL=LMUL (the identity case); No coverage of SEW=32 or SEW=64 where EMUL is fractional but valid (e.g., SEW=32/LMUL=1 giving EMUL=1/2)",,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather_id_ge_VLMAX,If an element index is out of range ( vs1[i] {ge} VLMAX ) then zero is returned for the element value.,cp_custom_vindexCorners_index_ge_vlmax,"Directly tests that when vs1[i] >= VLMAX, zero is returned for the element value, by setting element 0 of vs1 to all ones (guaranteed >= VLMAX).",cp_custom_vindexVX_rs1_not_truncated_32,"When rs1 is not truncated (0x80000001 with xlen=32), the index exceeds VLMAX, so the expected zero return value confirms this out-of-range behavior",cp_custom_vindexVX_rs1_not_truncated_64,"Uses rs1 = 0x8000000000000001 which exceeds VLMAX, expecting zero returned, confirming out-of-range index behavior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that if vs1[i] >= VLMAX, zero is returned. cp_custom_vindexCorners_index_ge_vlmax directly tests this by setting vs1[0] to all ones (guaranteed >= VLMAX) and checking zero is returned. The two rs1_not_truncated coverpoints further exercise this for vrgather.vx with large rs1 values exceeding VLMAX on both 32-bit and 64-bit configurations. Together they cover the rule's requirement that out-of-range indices return zero.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgatherei16_id_ge_VLMAX,If an element index is out of range ( vs1[i] {ge} VLMAX ) then zero is returned for the element value.,cp_custom_vindexCorners_index_ge_vlmax,Same out-of-range index behavior applies to vrgatherei16; setting vs1 element 0 to all ones tests index >= VLMAX returning zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The normative rule states that for vrgatherei16, if an element index in vs1 is >= VLMAX, zero is returned. The coverpoint cp_custom_vindexCorners_index_ge_vlmax tests this by setting vs1 element 0 to all ones (0xFFFF), which guarantees the index >= VLMAX for any practical VLMAX, and verifies that zero is returned for that element.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vrgather-vx_op,"Vector-scalar and vector-immediate forms of the register gather are also provided.  These read one element from the source vector at the given index, and write this value to the active elements of the destination vector register. The index value in the scalar register and the immediate, zero-extended to XLEN bits, are treated as unsigned integers.  If XLEN &gt; SEW, the index value is not truncated to SEW bits.",cp_custom_vindexVX_rs1_not_truncated_32,"Directly tests that when XLEN > SEW, the index value in rs1 is not truncated to SEW bits, by setting rs1 to a value larger than VLMAX and verifying zero is returned",cp_custom_vindexVX_rs1_not_truncated_64,"Directly tests that vrgather.vx does not truncate the XLEN-wide index in rs1 to SEW bits when XLEN > SEW, confirming the 'index value is not truncated to SEW bits' clause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The two coverpoints together cover the key testable assertion in this normative rule: that when XLEN > SEW, the index value in rs1 is NOT truncated to SEW bits. cp_custom_vindexVX_rs1_not_truncated_32 tests this for RV32 (XLEN=32) with smaller SEW values, and cp_custom_vindexVX_rs1_not_truncated_64 tests this for RV64 (XLEN=64). The remaining parts of the spec text (that vrgather.vx reads one element at the given index and writes to active destination elements, and that the index is treated as unsigned) are functional behaviors covered by the base instruction coverpoints rather than this specific normative rule about non-truncation.",,,,,,,,,,,,,,,,,,,,,,,,,,,
